Title,Column,Labels,Assignees,Initiative,Milestone
Reach out to JobBank (SEB and IITB),Done Enough,initiative:product,remyb2canada,initiative:product,Product Mgt - Do Peer Reviews
Explore APM+ for potential new M.A. opportunity,Done Enough,initiative:micro-acquisitions,remyb2canada,initiative:micro-acquisitions,Micro-acquisitions pilot: Operations and Continuous Improvement
Contributions to existing OSS repo,Done Enough,,"gcharest, smellems, RachelMuston",,Micro-acquisitions pilot: Operations and Continuous Improvement
Follow up with interviewees,Done Enough,initiative:iitb-diagnostic,LeighGardner,initiative:iitb-diagnostic,IITB Diagnostic Study
Bug fix in fr About us page,Done Enough,,RachelMuston,,Team's own Continuous Improvement and Administration
Connect with someone responsible for a Program's Architecture,Done Enough,initiative:product,remyb2canada,initiative:product,Product Mgt - Do Research
Find who is ESDC's official responsible for service,Done Enough,initiative:product,remyb2canada,initiative:product,Product Mgt - Do Research
Publish product management strategy on the site,Done Enough,initiative:product,remyb2canada,initiative:product,Product Mgt - Produce Business Case
Contact MyESDC app,Done Enough,initiative:product,remyb2canada,initiative:product,Product Mgt - Scan current state
Product mgt defs,Done Enough,initiative:product,,initiative:product,Product Mgt - Do Research
MA - prepare deck for exec directors meeting,Done Enough,initiative:micro-acquisitions,RachelMuston,initiative:micro-acquisitions,Micro-acquisitions pilot: 3 - Communications
Present to Executive Director Committee,Done Enough,initiative:product,remyb2canada,initiative:product,Product Mgt - Create Branch Inititaive
Retain HR Logistics Services from FPS,Done Enough,initiative:hr-process,philipe-girard,initiative:hr-process,IM/IT Strategy and Planning HR Process
